question,NE,p_can,p_cant,rej_mode,C_agg,hit_gold
From which areas of space can there be no escape?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who was the first man to walk on the Moon?,0.0,1.0,0.0,standard,"[""neil armstrong"", ""neil armstrong was the first man to walk on the moon"", ""the context does not specify who the first man to walk on the moon was"", ""the context does not specify who the first man to walk on the moon was but that person is neil armstrong"", ""the first man to walk on the moon was neil armstrong"", ""the moon"", ""the text does not provide the name of the first man to walk on the moon""]",True
Proteus and Nereid are moons of which planet?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What is the Milky Way?,0.0,1.0,0.0,standard,"[""the milky way is a band of light caused by numerous stars historically perceived as a phenomenon related to celestial motions"", ""the milky way is a band of light in the night sky traditionally believed to be caused by stars that are large numerous and close together"", ""the milky way is a band of light visible from earth formed by unresolved"", ""the milky way is a band of stars in the night sky often associated"", ""the milky way is a band of stars that appears in the night sky historically thought to be caused by the accumulation of luminous stars"", ""the milky way is a band of stars that forms a distinctive bright streak across"", ""the milky way is a band of stars visible in the night sky formerly thought to be caused by star ignition in the atmosphere but this view"", ""the milky way is a barred spiral galaxy"", ""the milky way is a barred spiral galaxy and the second largest galaxy in the local group"", ""the milky way is a barred spiral galaxy confirmed by observations from the spitzer space telescope in 2005"", ""the milky way is a barred spiral galaxy confirmed to have a central bar larger than previously thought"", ""the milky way is a barred spiral galaxy that is home to earth and our solar system"", ""the milky way is a galaxy believed to be formed by numerous stars and is criticized by philosophers for its perceived consistency in appearance from earth"", ""the milky way is a galaxy composed of a vast number of faint stars recognized in 1610 by galileo and speculated to be a"", ""the milky way is a galaxy composed of a vast number of stars held together by gravitational forces"", ""the milky way is a galaxy composed of a vast number of stars initially perceived as cloudy patches and later confirmed by galileo galilei in"", ""the milky way is a galaxy composed of a vast number of stars likened to a cloudy patch due to its appearance and was confirmed by"", ""the milky way is a galaxy composed of countless stars and is considered remote from"", ""the milky way is a galaxy composed of countless stars proposed to be a"", ""the milky way is a galaxy composed of countless stars that are so close together"", ""the milky way is a galaxy composed of numerous stars and is traditionally viewed as a band of light in the night sky"", ""the milky way is a galaxy containing our solar system characterized by a dim"", ""the milky way is a galaxy made up of countless stars and fragments perceived"", ""the milky way is a galaxy named for its appearance as a dim"", ""the milky way is a galaxy surrounded by a vast halo of dark matter which makes up about 90 of its mass"", ""the milky way is a galaxy that appears as a band of light in the night sky composed of stars and is often obscured by light"", ""the milky way is a galaxy that appears as a dim glowing band in"", ""the milky way is a galaxy that appears as a hazy band of white"", ""the milky way is a galaxy that can be obscured by distant stars and background light making it difficult to see in bright areas"", ""the milky way is a galaxy that can be obscured by light pollution and is visible under dark sky conditions"", ""the milky way is a galaxy that can be obscured in the sky particularly in bright areas due to its relatively low surface brightness"", ""the milky way is a galaxy that consists of a vast collection of stars and its appearance is not influenced by sublunary conditions"", ""the milky way is a galaxy that contains a vast number of stars and has low surface brightness making it challenging to see in areas with light pollution"", ""the milky way is a galaxy that is the second largest in the local group featuring a stellar disk of significant diameter and thickness"", ""the milky way is a spiral galaxy shaped like a whirlpool containing at least 100 billion stars dust and gas and it rotates"", ""the milky way is a spiral galaxy that rotates once every 200 million years and contains at least 100 billion stars along with dust and gas"", ""the milky way is a typical barred spiral galaxy that serves as our home in the universe"", ""the milky way is a vast collection of stars described by various astronomers"", ""the milky way is a vast collection of stars that appears as a cloudy band in the night sky and is a rotating body held together by gravity"", ""the milky way is a vast collection of stars thought to be a rotating body held together by gravitational forces first studied in detail by galileo gal"", ""the milky way is a vast galaxy of stars in which the solar system is embedded"", ""the milky way is a vast galaxy that contains our solar system and billions of stars"", ""the milky way is our galaxy created in mythology when hera s spilled milk"", ""the milky way is our galaxy distinguished from others in the universe and"", ""the milky way is our galaxy identified in stories as a band of light"", ""the milky way is our galaxy named after a myth where spilled divine milk"", ""the milky way is our galaxy named from a story by chaucer"", ""the milky way is our galaxy often referred to simply as galaxy"", ""the milky way is our galaxy recognized for its faint band of light produced"", ""the milky way is our home galaxy containing over 200 billion stars and"", ""the milky way is the galaxy containing our solar system traditionally thought to be caused by the light of many stars"", ""the milky way is the galaxy that contains our solar system"", ""the milky way is the galaxy that contains our solar system appearing as a"", ""the milky way is the galaxy that contains the sun solar system and"", ""the milky way is the second largest galaxy in the local group characterized by its stellar disk structure"", ""the milky way is the spiral shaped galaxy that contains our solar system and hundreds""]",True
Which force is nothing more than the bending of space and time?,0.0,1.0,0.0,standard,"[""gravitation"", ""gravitational force"", ""gravitational force is nothing more than the bending of space and time"", ""gravity"", ""gravity is the force that is described as the bending of space and time"", ""gravity is the force that is nothing more than the bending of space and time"", ""the force described as the bending of space and time is gravity"", ""the force described is gravity"", ""the force is gravity"", ""the force referred to is gravity"", ""the force that is nothing more than the bending of space and time is gravity""]",True
"Which star is as bright as 23 Suns, and is orbited by the Pup?",0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the star that is as bright as 23 suns and is orbited by pup is pupis or eta puppis"", ""the star that is as bright as 23 suns and is orbited by the""]",True
What are the three primary colours of light?,0.0,1.0,0.0,standard,"[""blue green and red"", ""c red green blue"", ""red blue and green"", ""red green and blue"", ""the three primary colors of light are blue green and red"", ""the three primary colors of light are red green and blue"", ""the three primary colours of light are red green and blue"", ""the three primary colours of light are red green and blue rgb""]",False
Which three South American countries does the Equator cross?,0.0,1.0,0.0,standard,"[""ecuador colombia and brazil"", ""the equator crosses colombia ecuador and brazil"", ""the equator crosses ecuador colombia and brazil"", ""the equator crosses ecuador colombia and brazil in south america"", ""the three south american countries that the equator crosses are colombia ecuador and brazil"", ""the three south american countries that the equator crosses are ecuador colombia and"", ""the three south american countries the equator crosses are ecuador brazil and colombia"", ""the three south american countries the equator crosses are ecuador colombia and brazil""]",False
In what film did Oprah Winfrey make her big screen acting debut?,0.0,1.0,0.0,standard,"[""oprah winfrey made her big screen acting debut in the 1985 film"", ""oprah winfrey made her big screen acting debut in the color purple"", ""oprah winfrey made her big screen acting debut in the film beloved"", ""oprah winfrey made her big screen acting debut in the film the color"", ""oprah winfrey made her big screen acting debut in the film the color purple"", ""the color purple""]",True
What is the second lightest chemical element?,0.0,1.0,0.0,standard,"[""helium"", ""helium is the second lightest chemical element"", ""the second lightest chemical element is helium""]",True
"Used in mathematics, what is the value of Pi to three decimal places?",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"What colour is the number 10 on the door of 10 Downing Street? White, Yellow or Brown?",0.0,1.0,0.0,standard,"[""brown"", ""the colour of the number 10 on the door of 10 downing street is not specified in the context provided however it is commonly known"", ""the context does not specify the color of the number 10 on the door of 10 downing street"", ""the context does not specify the colour of the number 10"", ""the number 10 is white"", ""the number 10 on the door of 10 downing street is white"", ""white"", ""yellow""]",True
What was advertised with Eva Herzagovia using the slogan hello boys?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the wonderbra was advertised with eva herzigova using the slogan hello boys"", ""the wonderbra was advertised with the slogan hello boys featuring eva herzig"", ""the wonderbra was advertised with the slogan hello boys using eva herzigova""]",True
What number in Bingo is sometimes referred to as Heinz varieties?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""57"", ""in bingo the number referred to as heinz varieties is 57"", ""the number in bingo referred to as heinz varieties is 57"", ""the number in bingo sometimes referred to as heinz varieties is 57"", ""the number sometimes referred to as heinz varieties in bingo is 57""]",True
The largest ever teddy bears picnic was held in Dublin in 1995. How many bears were there?,0.0,1.0,0.0,standard,"[""over 20 000 bears were there"", ""the context does not provide a specific number for how many bears were at the picnic"", ""the context does not provide a specific number of bears at the picnic"", ""the context does not provide an answer to how many bears attended the largest ever teddy"", ""the context does not provide information about the number of bears at the largest teddy bears picnic in dublin in 1995"", ""the context does not provide information about the number of bears at the teddy bears picnic"", ""the context does not provide information about the number of teddy bears at the picnic"", ""the context does not provide that information"", ""the context does not provide the number of bears at the picnic"", ""the context does not provide the number of bears at the picnic in 1995"", ""the context does not provide the number of bears at the teddy bears picnic in dublin in 1995"", ""the context does not provide the number of bears that attended the largest ever teddy bears picnic in dublin in 1995"", ""the context does not specify the number of bears at the picnic"", ""the context does not specify the number of bears at the picnic in dublin in"", ""the context provided does not specify the number of bears at the picnic in dublin in"", ""the largest ever teddy bears picnic had 14 000 bears"", ""the largest ever teddy bears picnic had 20 bears"", ""the largest ever teddy bears picnic held in dublin in 1995 featured 14 000 bears"", ""the largest ever teddy bears picnic held in dublin in 1995 featured 20 000 bears"", ""the largest ever teddy bears picnic held in dublin in 1995 had 13 000 bears"", ""the largest ever teddy bears picnic held in dublin in 1995 had 14"", ""the largest ever teddy bears picnic held in dublin in 1995 had 30 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 featured 1 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 featured 7 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had 14"", ""the largest ever teddy bears picnic in dublin in 1995 had 14 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had 15 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had 19"", ""the largest ever teddy bears picnic in dublin in 1995 had 20"", ""the largest ever teddy bears picnic in dublin in 1995 had 22 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had 25 000 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had 8 764 bears"", ""the largest ever teddy bears picnic in dublin in 1995 had over 20"", ""the largest teddy bears picnic in dublin in 1995 had 14 000"", ""the largest teddy bears picnic in dublin in 1995 had 30 000"", ""the question about the largest teddy bears picnic held in dublin in 1995 is"", ""there is no information about the number of bears at the teddy bears picnic in dublin"", ""there is no information in the context provided about the number of bears at the largest teddy bears picnic in dublin in 1995"", ""there is no information in the provided context about the number of bears at the largest teddy bears picnic in dublin in 1995"", ""there is no information provided about the number of bears at the picnic in 199"", ""there is no specific number mentioned in the context about how many bears were at the picnic in dublin in 1995"", ""there is no specific number of bears mentioned in the context"", ""there is no specific number of bears mentioned in the context provided"", ""there were 14 000 bears"", ""there were 22 000 bears"", ""there were 22 000 bears at the picnic"", ""there were 22 000 teddy bears"", ""there were 22 000 teddy bears at the picnic in dublin"", ""there were 30 000 bears at the largest teddy bears picnic in dublin in""]",False
"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
How many verses make up the national anthem God Save The Queen?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What colour is the cross on the national flag of Switzerland?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who was the American President when the Berlin Wall was constructed?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""john f kennedy"", ""john f kennedy was the american president when the berlin wall was constructed"", ""john f kennedy was the american president when the berlin wall was constructed in"", ""john f kennedy was the american president when the berlin wall was constructed in 1961"", ""the american president when the berlin wall was constructed was john f kennedy""]",True
What is the minimum number of darts a person needs to throw to complete a leg from 501?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
What was the first British football team to win the European Cup?,0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""celtic"", ""celtic was the first british football team to win the european cup"", ""manchester united"", ""the first british football team to win the european cup was celtic"", ""the first british football team to win the european cup was celtic fc""]",True
What is the most popular natural attraction in Alaska?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"What type of acid is extracted from the juice of lemons, oranges, limes, and grapefruit?",0.0,1.0,0.0,standard,"[""ascorbic acid"", ""citric acid"", ""citric acid is extracted from the juice of lemons oranges limes and grapefruit"", ""citrus acid"", ""the type of acid extracted from the juice of lemons oranges limes and grapefruit is citric acid""]",True
What is the difference between a frog and a toad?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""frogs generally have smooth moist skin and long legs for jumping while"", ""frogs generally have smooth moist skin and long legs for jumping while toads have dry bumpy skin and shorter legs"", ""frogs have smooth moist skin and a narrower body while toads have rough drier skin and a broader flatter body"", ""frogs have smooth shiny skin while toads have rough dry"", ""frogs have smooth skin while toads have warty skin"", ""frogs typically have smooth moist skin and long legs for jumping while"", ""frogs typically have smooth moist skin and long legs for jumping while toads usually have dry bumpy skin and shorter legs for walking"", ""frogs typically have smooth moist skin and longer legs for jumping while toads have dry warty skin and shorter legs making them"", ""frogs typically have smooth slimy skin and long legs for jumping while toads have dry bumpy skin and shorter legs for walking"", ""frogs usually have smooth moist skin and long legs for jumping while toads have rough dry skin and shorter legs for walking""]",True
How many pieces are there in a standard set of dominoes?,0.0,1.0,0.0,standard,"[""a standard set of dominoes consists of 28 pieces"", ""a standard set of dominoes contains 28 pieces"", ""a standard set of dominoes has 28 pieces"", ""a standard set of dominoes known as a double six set contains"", ""a standard set of dominoes known as a double six set contains 28 pieces"", ""a standard set of dominoes known as double six contains 28 pieces"", ""a standard set of dominoes the double six contains 28 tiles"", ""a standard set of dominoes typically contains 28 pieces"", ""a standard set of dominoes typically has 28 pieces"", ""a standard set of dominoes typically has 28 pieces in a double six set"", ""a standard set of double 12 dominoes has 91 pieces"", ""there are 28 pieces in a standard double six domino set"", ""there are 28 pieces in a standard double six set of dominoes"", ""there are 28 pieces in a standard set of dominoes""]",True
What is the acronym for the agency which provides co-operation between police forces worldwide?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""interpol"", ""ipa"", ""the acronym for the agency is interpol"", ""the acronym is interpol""]",True
"As at the year 2001, what are the only two films to receive 14 Oscar nominations?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""as of 2001 the only two films to receive 14 oscar nominations"", ""as of 2001 the only two films to receive 14 oscar nominations are ben hur and titanic"", ""as of 2001 the only two films to receive 14 oscar nominations are titanic and all about eve"", ""as of 2001 the only two films to receive 14 oscar nominations are titanic and ben hur"", ""as of 2001 the only two films to receive 14 oscar nominations are titanic and the lord of the rings the"", ""the only two films to receive 14 oscar nominations as of 2001 are titanic and all about eve""]",True
"What were Benjy and Laska, which were sent into space in 1958?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""benjy and laska were animals sent into space in 1958"", ""benjy and laska were dogs sent into space in 1958"", ""benjy and laska were mice sent into space in 1958"", ""benjy and laska were monkeys sent into space by the us in 1958"", ""benjy and laska were monkeys sent into space in 1958"", ""benjy and laska were rabbits sent into space in 1958"", ""benjy and laska were two mice sent into space by the us in"", ""benjy and laska were two mice sent into space in 1958""]",True
In what year in the 20th century was the Miss World contest held for the first time?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""1951"", ""the miss world contest was held for the first time in 1951""]",True
In which year was the Encyclopedia Britannica first published?,0.0,1.0,0.0,standard,"[""encyclopedia britannica was first published in 1768"", ""the context does not provide the specific year the encyclopedia britannica was first published however it was originally published in 1768"", ""the context does not specify the year of the first publication of the encyclopedia britannica"", ""the encyclopedia britannica was first published between 1768 and 1771"", ""the encyclopedia britannica was first published in 1768"", ""the encyclopedia britannica was first published in 1788"", ""the encyclopedia britannica was first published in 1816"", ""the first edition of the encyclopedia britannica was published in 1768"", ""the year the encyclopedia britannica was first published is not specified in the provided context""]",True
"On the London Underground, which is the only line to connect at some point with every other line on the system?",0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the central line"", ""the circle line"", ""the jubilee line"", ""the metropolitan line""]",True
"In 1981, what became the first ever music video to be shown on MTV?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the buggles video killed the radio star became the first"", ""the buggles video killed the radio star was the first"", ""the first ever music video shown on mtv in 1981 was video k"", ""the first ever music video shown on mtv in 1981 was video killed the radio star by the buggles"", ""the first ever music video shown on mtv was video killed the radio star"", ""the first ever music video to be shown on mtv in 1981 was video killed the radio star by the buggles"", ""the first ever music video to be shown on mtv was video killed the radio star by the buggles"", ""video killed the radio star became the first ever music video to be shown on mtv in 1981"", ""video killed the radio star by the buggles became the first ever music video to be shown on mtv in 1981""]",True
Who wrote The Importance Of Being Earnest?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"Thomas Edison, who invented the lightbulb, was afraid of the dark?",0.0,1.0,0.0,standard,"[""no the context does not mention thomas edison being afraid of the dark"", ""no the statement is incorrect thomas edison did not invent the lightbulb and his fears are unrelated to the context about the owl"", ""no the statement is incorrect thomas edison did not invent the lightbulb and there is no mention of him being afraid of the dark in the"", ""no the statement is incorrect thomas edison did not invent the lightbulb and there s no widely known record of him being afraid of the dark"", ""the context does not confirm edison was afraid of the dark it primarily discusses his methodical approach to invention"", ""the context does not confirm that thomas edison was afraid of the dark"", ""the context does not confirm whether thomas edison was afraid of the dark"", ""the context does not indicate that thomas edison was afraid of the dark it focuses on a fictional owl named plop who is"", ""the context does not mention thomas edison being afraid of the dark"", ""the context does not provide any information about thomas edison s fear of the dark"", ""the context does not provide any information regarding thomas edison s fear of the dark thus it cannot be confirmed based on the given details"", ""the context does not provide information about thomas edison s fear of the dark"", ""the context does not provide information about thomas edison s fear of the dark therefore it cannot be determined from the given text whether he was afraid"", ""the context does not provide information on whether thomas edison was afraid of the dark"", ""the question is misleading thomas edison did not invent the lightbulb he improved it and there is no evidence that he was afraid of the"", ""the statement about thomas edison being afraid of the dark is not supported by the provided context"", ""yes edison was afraid of the dark as reflected in his fear of x rays"", ""yes thomas edison the inventor of the light bulb was afraid of the"", ""yes thomas edison was afraid of the dark"", ""yes thomas edison was afraid of the dark particularly after his experiences with x rays"", ""yes thomas edison was reported to have a fear of the dark"", ""yes thomas edison was reportedly afraid of the dark""]",False
Taphephobia is the fear of losing your teeth?,0.0,1.0,0.0,standard,"[""false"", ""false taphephobia is the fear of being buried alive"", ""false taphephobia is the fear of being buried alive the fear"", ""no taphephobia is not the fear of losing teeth it is"", ""no taphephobia is not the fear of losing teeth it s the fear of being buried alive"", ""no taphephobia is the fear of being buried alive"", ""no taphephobia is the fear of being buried alive not losing"", ""no taphephobia is the fear of being buried alive not losing your teeth"", ""no taphephobia is the fear of being buried alive not the"", ""no taphephobia is the fear of being buried alive not the fear of losing teeth"", ""no taphephobia is the fear of being buried alive the fear"", ""no taphephobia is the fear of burial not the fear of losing teeth"", ""no taphephobia is the fear of graves or being buried alive not the fear of losing teeth"", ""no taphephobia is the fear of graveyards or being buried alive the fear of losing teeth is known as dentophobia""]",False
The letter t is the second most common letter used in the English language?,0.0,1.0,0.0,standard,"[""false"", ""no t is the most common first letter but o"", ""no the letter e is the most common letter in the english language"", ""no the letter e is the most common letter while t"", ""no the letter t is not mentioned as the second most common letter in the english language"", ""no the letter t is not mentioned as the second most common letter in the english language in the given context"", ""no the letter t is not the second most common e is the most"", ""no the letter t is not the second most common letter"", ""no the letter t is not the second most common letter e is the"", ""no the letter t is not the second most common letter e is the most common"", ""no the letter t is not the second most common letter in english the most common letter is e"", ""no the letter t is not the second most common letter in the english language"", ""no the letter t is not the second most common letter it is actually one of the most common letters"", ""no the letter t is not the second most common letter it is not"", ""no the letter t is not the second most common letter it is one"", ""no the letter t is not the second most common letter the context does"", ""no the letter t is not the second most common letter used in the english language"", ""no the letter t is not the second most common letter used in the english language it is actually one of the most commonly used letters but"", ""no the letter t is not the second most common letter used in the english language it s actually more commonly used than that"", ""no the letter t is not the second most common letter used in the english language the context does not confirm this information"", ""no the letter t is the most common consonant but not"", ""no the letter t is the most common letter in bigrams like th but e is the most common letter overall in the english language"", ""no the letter t is the most common letter used after e in the english language"", ""no the letter t is the most common letter used in the english language"", ""no the most common letters are e and t with e being the most"", ""no the second most common letter is not mentioned in the context"", ""true"", ""yes the letter t is the most commonly used consonant and the second most"", ""yes the letter t is the second most common consonant used in"", ""yes the letter t is the second most common letter used in the english language""]",False
"The invention of what in 1867, made Alfred Nobel famous?",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What is the most populated city in America?,0.0,1.0,0.0,standard,"[""new york"", ""new york city"", ""new york city is the most populated city in america"", ""new york is the most populated city in america"", ""the context does not provide a specific answer to which city is the most populated in america however based on general knowledge new york city is the"", ""the context does not provide information about the most populated city in america"", ""the context does not specify the most populated city in america"", ""the context does not specify the most populated city in america it focuses on density and diversity however based on common knowledge the most populated city"", ""the context does not specify the most populated city in america it only mentions densely populated areas like union city and jersey city"", ""the context provided does not specify the most populated city in america however generally the most populated city in the united states is new york city"", ""the most populated city in america is new york"", ""the most populated city in america is new york city""]",True
What is the only letter of the alphabet which does not appear in any of the names of the 50 American states?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"In 1931, what became the first ever televised sports event?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""in 1931 the first ever televised sports event was a cricket match"", ""the first ever televised sports event in 1931 was a baseball game"", ""the first ever televised sports event in 1931 was a boat race"", ""the first ever televised sports event in 1931 was a boxing match"", ""the first ever televised sports event in 1931 was a program featuring representatives from various sports teams and personalities"", ""the first ever televised sports event in 1931 was an nfl game"", ""the first ever televised sports event in 1931 was not mentioned in the provided context"", ""the first ever televised sports event in 1931 was the swimming of the english channel by a female swimmer"", ""the first ever televised sports event was a baseball game between princeton and columbia"", ""the first ever televised sports event was a baseball game in 1931"", ""the first ever televised sports event was a baseball game in 1939"", ""the first ever televised sports event was a boxing match between lou nova and max ba""]",True
What was the Spice Girls' debut single called?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What are the only two musical notes which have no flats?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"From which country do French fries originate? France, Belgium or Switzerland?",0.0,1.0,0.0,standard,"[""belgium""]",False
For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""harry potter and the philosopher s stone"", ""j k rowling won the 1999 whitbread children s book of the"", ""j k rowling won the 1999 whitbread children s book of the year"", ""j k rowling won the 1999 whitbread children s book of the year award for harry potter and the chamber of secrets"", ""j k rowling won the 1999 whitbread children s book of the year award for harry potter and the philosopher s stone"", ""j k rowling won the 1999 whitbread children s book of the year award for harry potter and the prisoner of azkaban"", ""j k rowling won the 1999 whitbread children s book of the year award for philosopher s stone"", ""j k rowling won the 1999 whitbread children s book of the year award for prisoner of azkaban""]",True
"Mary has a large bedroom and the only light switch is on the wall approximately 20 feet away from her bed. How can she turn off the light, but still get into bed before it is dark?",0.9609640474407958,0.03903595255920422,0.9609640474407958,add_cant,"[""Can't answer""]",True
What is the longest word can be typed using only the top row of letters on a typewriter?,0.0,1.0,0.0,standard,"[""tesseradecades and tetrastearates"", ""tesseradecades and tetrastearates are the longest"", ""the longest word is typewriter"", ""the longest word is typewriter which has 10 letters"", ""the longest word that can be typed using only the top row of a typewriter"", ""the longest word that can be typed using only the top row of a typewriter is typewriter"", ""the longest word that can be typed using only the top row of letters on a"", ""the longest word that can be typed using only the top row of letters on a typewriter is typewriter"", ""the longest words that can be typed using only the top row of letters on a"", ""typewriter""]",True
"A man lives on the 20th floor of a block of flats. If it is a rainy day, he gets into the elevator in the morning, goes down to the ground floor and goes off to work. In the afternoon when he comes home, he gets into the elevator and goes straight to the 20th floor. However, if it is a sunny day he goes down to the ground floor in the morning, but when he comes home he only goes up to the 10th floor and then walks up 10 flights of stairs. Why?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""he is short and can only reach the button for the 10th floor on"", ""the man is short and can only reach the 10th floor button in the"", ""the man is short and can only reach the button for the 10th floor"", ""the man is short and cannot reach the elevator button for the 20th floor on sunny days so he only goes to the 10th floor"", ""the man is short and on sunny days he can only reach the button for the 10th floor in the elevator"", ""the man is short so he can only reach the 10th floor button on sunny days""]",True
What is the only football league team in Britain which doesn't have any of the letters from the word football in its name?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the only football league team in britain that doesn t have any of the letters from the"", ""the only football league team in britain without any letters from the word football""]",True
In which city would you find O'Hare International Airport?,0.0,1.0,0.0,standard,"[""chicago"", ""chicago illinois""]",True
Which Asian country was once called Siam?,0.0,1.0,0.0,standard,"[""thailand"", ""thailand was once called siam""]",True
Which three countries does Luxembourg border?,0.0,1.0,0.0,standard,"[""belgium france and germany"", ""belgium france germany"", ""belgium germany and france"", ""luxembourg borders belgium france and germany"", ""luxembourg borders belgium germany and france"", ""luxembourg borders france belgium and germany"", ""luxembourg borders germany belgium and france""]",False
What are the names of Donald Duck's three nephews?,0.0,1.0,0.0,standard,"[""donald duck s three nephews are huey dewey and louie"", ""huey dewey and louie"", ""the names of donald duck s three nephews are huey dewey and louie""]",True
"In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day?",0.0,1.0,0.0,standard,"[""sleepless in seattle"", ""the film is sleepless in seattle""]",True
Who had a top ten hit in 1988 with Valentine?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
What is the second most common word in written English?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the context does not provide information about the second most common word in written english"", ""the second most common word in written english is be"", ""the second most common word in written english is body"", ""the second most common word in written english is of"", ""the second most common word in written english is to""]",True
"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""pac man"", ""pac man 256""]",True
"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease?",0.0,1.0,0.0,standard,"[""ambidexterity"", ""ambidextrous"", ""the word is ambidextrous"", ""the word used is ambidextrous"", ""the word used to describe someone who can use both hands with equal ease is"", ""the word used to describe someone who is neither left nor right handed but can""]",True
"Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep?",0.0,1.0,0.0,standard,"[""blade runner"", ""the cult film is blade runner"", ""the cult film starring harrison ford based on do androids dream of electric sheep"", ""the cult film starring harrison ford based on do androids dream of electric sheep is blade runner""]",True
"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?",0.0,1.0,0.0,standard,"[""magpie"", ""magpie ran from 1968 to 1980"", ""magpie ran from 1968 to 1980 and featured presenters"", ""the itv magazine style show is how which ran from 1968 to"", ""the itv magazine style show is magpie"", ""the itv magazine style show that ran from 1968 to 1980 featuring presenters like jenny hanley mick robertson and tommy boyd was"", ""the itv magazine style show that ran from 1968 to 1980 is"", ""the itv magazine style show that ran from 1968 to 1980 is magpie"", ""the show is fun machine"", ""the show is good afternoon"", ""the show is kids tv"", ""the show is magpie"", ""the show is todays which ran from 1968 to 1980"", ""the show is weekend world"", ""the show is what s my line"", ""the show is wish you were here"", ""you re only young twice""]",True
